activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
item out of stock;2019-07-24 15:36:16;{990381};{881542};{};{Seran Uysal};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
send package;2019-07-24 15:45:04;{990321,990314,990357,990344};{881305,881280,881440,881387,881277};{660222};{Mahnaz Qafari};{iPad,Echo,Echo Show 8,iPad mini,Echo};1273.97;3.303;Fullfillment;yes;no;no;no
reorder item;2019-07-24 15:51:45;{990366};{881479};{};{Anahita Farhang Ghahfarokhi};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-24 15:57:07;{990329};{881336};{};{Gyunam Park};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
package delivered;2019-07-24 15:57:39;{990321,990314,990357,990344};{881305,881280,881440,881387,881277};{660222};{Mahnaz Qafari};{iPad,Echo,Echo Show 8,iPad mini,Echo};1273.97;3.303;Delivery;yes;no;no;no
pick item;2019-07-24 15:58:51;{990389};{881582};{};{Wil van der Aalst};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2019-07-24 16:02:00;{990331};{881339,881340};{};{Christine Dobbert};{Echo,MacBook Air};2304.99;2.03;Finance;yes;no;no;no
pick item;2019-07-24 16:02:32;{990324};{881318};{};{Christina Rensinghof};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-07-24 16:08:19;{990376};{881524};{};{Kefang Ding};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
item out of stock;2019-07-24 16:20:10;{990384};{881562};{};{Junxiong Gao};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2019-07-24 16:22:44;{990344};{881385,881386,881387,881388,881389};{};{Mahnaz Qafari};{iPhone 8,iPhone 11 Pro,iPad mini,Echo Dot,Echo Dot};2191.98;1.438;Finance;yes;no;no;no
item out of stock;2019-07-24 16:24:06;{990386};{881569};{};{Gyunam Park};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2019-07-24 16:40:43;{990376};{881522};{};{Kefang Ding};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
create package;2019-07-24 16:40:43;{990341};{881379,881378};{660229};{Christine Dobbert};{Echo,iPad mini};548.99;1.06;Fullfillment;yes;no;no;no
pick item;2019-07-24 16:58:46;{990386};{881566};{};{Gyunam Park};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-07-24 17:01:22;{990379};{881533};{};{Marco Pegoraro};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2019-07-24 17:01:22;{990361,990329,990368,990343,990386};{881458,881454,881332,881457,881456,881490,881382,881571,881336,881566,881492};{660230};{Gyunam Park};{MacBook Air,Echo Plus,iPhone 11,iPhone X,iPad Air,Echo Show 5,iPhone 8,iPhone 11,Echo,MacBook Pro,Echo Dot};8371.96;7.094;Fullfillment;yes;no;no;no
pay order;2019-07-24 17:02:29;{990367};{881483,881484,881485,881486,881487,881488};{};{Tobias Brockhoff};{Echo Show 8,iPad mini,Kindle Paperwhite,Echo Plus,MacBook Pro,iPad};3857.98;4.888;Finance;yes;no;no;no
place order;2019-07-24 17:15:24;{990390};{881584,881585};{};{Claudia Graf};{MacBook Pro,Echo Show 8};2634.99;2.35;Finance;yes;no;no;no
pick item;2019-07-24 17:27:43;{990381};{881550};{};{Seran Uysal};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pay order;2019-07-24 17:38:46;{990361};{881454,881455,881456,881457,881458};{};{Gyunam Park};{Echo Plus,Echo Plus,iPad Air,iPhone X,MacBook Air};3679.98;4.422;Finance;yes;no;no;no
pick item;2019-07-24 17:46:11;{990377};{881528};{};{Mohammadreza Fani Sani};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-24 17:53:11;{990388};{881579};{};{Seran Uysal};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pick item;2019-07-24 18:12:15;{990335};{881349};{};{Wil van der Aalst};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
place order;2019-07-24 18:50:33;{990391};{881586};{};{Gyunam Park};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
confirm order;2019-07-24 18:51:44;{990385};{881563,881564};{};{Christine Dobbert};{iPhone X,MacBook Pro};3204.0;1.542;Finance;yes;no;no;no
pick item;2019-07-24 19:05:25;{990383};{881557};{};{Christina Rensinghof};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-07-24 19:07:52;{990356};{881438};{};{Gyunam Park};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
package delivered;2019-07-24 19:16:43;{990306,990215};{881234,880851,881241,881233};{660219};{Junxiong Gao};{Fire Stick 4K,Fire Stick 4K,Echo,iPhone 11};1078.97;1.506;Delivery;yes;no;no;no
item out of stock;2019-07-24 20:23:31;{990381};{881541};{};{Seran Uysal};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
payment reminder;2019-07-24 20:50:32;{990273};{881109,881110};{};{Gyunam Park};{Fire Stick 4K,iPad};589.99;0.763;Finance;yes;no;no;no
send package;2019-07-24 21:39:41;{990363,990362,990238,990375,990287,990303};{881463,881459,881460,880965,881517,881466,881164,881221};{660227};{Claudia Graf};{Fire Stick 4K,Echo Plus,Kindle,iPad,iPad Pro,iPhone X,iPhone 8,iPhone X};3840.97;3.563;Fullfillment;yes;no;no;no
reorder item;2019-07-24 22:04:54;{990381};{881542};{};{Seran Uysal};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
place order;2019-07-24 22:11:11;{990392};{881587,881588,881589,881590};{};{Wil van der Aalst};{MacBook Air,iPad Pro,Fire Stick 4K,iPad Pro};4492.99;2.496;Finance;yes;no;no;no
place order;2019-07-25 08:13:53;{990393};{881591,881592};{};{Anahita Farhang Ghahfarokhi};{Kindle,iPhone 11};883.99;0.649;Finance;yes;no;no;no
package delivered;2019-07-25 08:58:42;{990363,990362,990238,990375,990287,990303};{881463,881459,881460,880965,881517,881466,881164,881221};{660227};{Claudia Graf};{Fire Stick 4K,Echo Plus,Kindle,iPad,iPad Pro,iPhone X,iPhone 8,iPhone X};3840.97;3.563;Delivery;yes;no;no;no
reorder item;2019-07-25 09:06:52;{990375};{881516};{};{Claudia Graf};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
pick item;2019-07-25 09:11:22;{990388};{881578};{};{Seran Uysal};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-25 09:36:42;{990375};{881519};{};{Claudia Graf};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pay order;2019-07-25 09:46:25;{990151};{880600};{};{Christine Dobbert};{Fire Stick 4K};94.99;0.28;Finance;yes;no;no;no
confirm order;2019-07-25 09:54:59;{990390};{881584,881585};{};{Claudia Graf};{MacBook Pro,Echo Show 8};2634.99;2.35;Finance;yes;no;no;no
pick item;2019-07-25 10:00:13;{990369};{881494};{};{Junxiong Gao};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-25 10:03:48;{990386};{881565};{};{Gyunam Park};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-07-25 10:09:06;{990393};{881591};{};{Anahita Farhang Ghahfarokhi};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
create package;2019-07-25 10:09:06;{990266,990348,990347,990307,990324,990383,990188};{881079,881407,881404,881400,881250,881318,881557,880738};{660231};{Christina Rensinghof};{Echo,Kindle Paperwhite,iPhone 11,iPhone 11,Echo,Echo,Echo,MacBook Pro};4626.96;5.317;Fullfillment;yes;no;no;no
place order;2019-07-25 10:10:35;{990394};{881593,881594,881595,881596,881597,881598};{};{Luis Santos};{iPad Air,Kindle,Fire Stick,Kindle Paperwhite,Echo Show 8,Kindle Paperwhite};988.97;3.093;Finance;yes;no;no;no
payment reminder;2019-07-25 10:22:24;{990274};{881111,881112,881113};{};{Christina Rensinghof};{Echo Studio,iPhone X,Echo Studio};1103.98;3.132;Finance;yes;no;no;no
confirm order;2019-07-25 10:31:57;{990366};{881479,881480,881481,881482};{};{Anahita Farhang Ghahfarokhi};{iPad,Echo Show 8,Fire Stick,iPad Air};1145.98;2.103;Finance;yes;no;no;no
pick item;2019-07-25 10:32:17;{990373};{881511};{};{Mahnaz Qafari};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
package delivered;2019-07-25 10:32:58;{990228,990366,990374,990330};{880906,881481,881512,881513,881515,881338};{660226};{Anahita Farhang Ghahfarokhi};{Echo Show 8,Fire Stick,MacBook Pro,Fire Stick,iPad,Fire Stick 4K};3294.96;3.513;Delivery;yes;no;no;no
pick item;2019-07-25 10:45:25;{990383};{881555};{};{Christina Rensinghof};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-07-25 11:17:29;{990381};{881543};{};{Seran Uysal};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
confirm order;2019-07-25 11:23:42;{990389};{881581,881582,881583};{};{Wil van der Aalst};{iPad,Echo Dot,iPad};1024.99;1.346;Finance;yes;no;no;no
confirm order;2019-07-25 11:27:41;{990391};{881586};{};{Gyunam Park};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
confirm order;2019-07-25 11:31:39;{990394};{881593,881594,881595,881596,881597,881598};{};{Luis Santos};{iPad Air,Kindle,Fire Stick,Kindle Paperwhite,Echo Show 8,Kindle Paperwhite};988.97;3.093;Finance;yes;no;no;no
pick item;2019-07-25 11:35:32;{990394};{881595};{};{Luis Santos};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
place order;2019-07-25 11:40:55;{990395};{881599};{};{Christina Rensinghof};{Fire Stick};44.99;0.2;Finance;yes;no;no;no
pay order;2019-07-25 11:44:40;{990372};{881507,881508};{};{Marco Pegoraro};{iPad Pro,Fire Stick 4K};1193.99;0.763;Finance;yes;no;no;no
send package;2019-07-25 11:48:21;{990341};{881379,881378};{660229};{Christine Dobbert};{Echo,iPad mini};548.99;1.06;Fullfillment;yes;no;no;no
send package;2019-07-25 11:53:56;{990233,990360,990327,990380,990358};{880938,881452,881453,881330,881536,881443,881328,881534,881450};{660228};{Lisa Mannel};{Kindle Paperwhite,iPhone X,iPad,Echo Studio,iPad,Fire Stick 4K,iPad Air,iPhone 11,Fire Stick 4K};3472.97;4.279;Fullfillment;yes;no;no;no
package delivered;2019-07-25 11:58:13;{990233,990360,990327,990380,990358};{880938,881452,881453,881330,881536,881443,881328,881534,881450};{660228};{Lisa Mannel};{Kindle Paperwhite,iPhone X,iPad,Echo Studio,iPad,Fire Stick 4K,iPad Air,iPhone 11,Fire Stick 4K};3472.97;4.279;Delivery;yes;no;no;no
pay order;2019-07-25 12:04:57;{990322};{881306,881307};{};{Mahsa Bafrani};{Fire Stick,Kindle};124.98;0.683;Finance;yes;no;no;no
pick item;2019-07-25 12:05:24;{990392};{881588};{};{Wil van der Aalst};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
send package;2019-07-25 12:17:00;{990367,990370,990378,990336};{881487,881503,881502,881531,881500,881355};{660223};{Tobias Brockhoff};{MacBook Pro,iPhone 11 Pro,Echo Show 5,iPad Air,MacBook Air,MacBook Air};8614.99;5.378;Fullfillment;yes;no;no;no
item out of stock;2019-07-25 12:17:28;{990387};{881572};{};{Mohammadreza Fani Sani};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
pick item;2019-07-25 12:22:16;{990384};{881561};{};{Junxiong Gao};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
payment reminder;2019-07-25 12:24:06;{990271};{881103,881104,881105};{};{Gyunam Park};{iPad Pro,Kindle Paperwhite,iPad mini};1682.0;1.258;Finance;yes;no;no;no
confirm order;2019-07-25 12:35:58;{990379};{881532,881533};{};{Marco Pegoraro};{iPhone 11 Pro,Kindle Paperwhite};1283.0;0.683;Finance;yes;no;no;no
pick item;2019-07-25 12:46:30;{990355};{881436};{};{Marco Pegoraro};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pay order;2019-07-25 13:08:38;{990377};{881526,881527,881528};{};{Mohammadreza Fani Sani};{Echo Dot,iPad mini,iPad};978.99;1.143;Finance;yes;no;no;no
pick item;2019-07-25 13:09:41;{990387};{881573};{};{Mohammadreza Fani Sani};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
create package;2019-07-25 13:09:41;{990294,990377,990387};{881194,881528,881573,881527};{660232};{Mohammadreza Fani Sani};{Echo Show 8,iPad,iPad mini,iPad mini};1522.99;2.023;Fullfillment;yes;no;no;no
pay order;2019-07-25 13:40:51;{990374};{881512,881513,881514,881515};{};{Anahita Farhang Ghahfarokhi};{MacBook Pro,Fire Stick,MacBook Pro,iPad};5539.99;3.423;Finance;yes;no;no;no
place order;2019-07-25 13:41:36;{990396};{881600};{};{Wil van der Aalst};{iPad Pro};1104.0;0.483;Finance;yes;no;no;no
pick item;2019-07-25 14:11:49;{990392};{881590};{};{Wil van der Aalst};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-25 14:19:14;{990387};{881574};{};{Mohammadreza Fani Sani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
reorder item;2019-07-25 14:21:44;{990386};{881569};{};{Gyunam Park};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
item out of stock;2019-07-25 14:31:22;{990364};{881469};{};{Marco Pegoraro};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
failed delivery;2019-07-25 14:31:23;{990367,990370,990378,990336};{881487,881503,881502,881531,881500,881355};{660223};{Tobias Brockhoff};{MacBook Pro,iPhone 11 Pro,Echo Show 5,iPad Air,MacBook Air,MacBook Air};8614.99;5.378;Delivery;yes;no;no;no
reorder item;2019-07-25 14:33:07;{990381};{881541};{};{Seran Uysal};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-07-25 14:34:58;{990394};{881596};{};{Luis Santos};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
send package;2019-07-25 14:36:06;{990359,990253,990376,990325,990288};{881446,881025,881445,881521,881322,881523,881168,881525,881447};{660225};{Kefang Ding};{Fire Stick,iPhone 11,iPhone X,MacBook Pro,Fire Stick,Echo Dot,iPad Air,Kindle,MacBook Pro};7163.96;4.781;Fullfillment;yes;no;no;no
pick item;2019-07-25 14:51:01;{990352};{881413};{};{Majid Rafiei};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
create package;2019-07-25 14:51:01;{990320,990229,990365,990354,990364,990355,990379};{881300,880913,881475,881424,881467,881437,881533,881436,881478};{660233};{Marco Pegoraro};{iPad Pro,Fire Stick 4K,Echo Studio,iPad,Echo Show 5,Echo Show 8,Kindle Paperwhite,iPad,Echo Studio};2927.95;7.044;Fullfillment;yes;no;no;no
pick item;2019-07-25 15:00:31;{990386};{881567};{};{Gyunam Park};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-25 15:03:30;{990309};{881259};{};{Mahnaz Qafari};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-07-25 15:05:12;{990392};{881589};{};{Wil van der Aalst};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2019-07-25 15:07:23;{990392};{881587};{};{Wil van der Aalst};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2019-07-25 15:14:22;{990393};{881592};{};{Anahita Farhang Ghahfarokhi};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
confirm order;2019-07-25 15:28:16;{990395};{881599};{};{Christina Rensinghof};{Fire Stick};44.99;0.2;Finance;yes;no;no;no
item out of stock;2019-07-25 15:29:01;{990394};{881597};{};{Luis Santos};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
reorder item;2019-07-25 15:29:31;{990351};{881411};{};{Marco Pegoraro};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2019-07-25 15:33:29;{990383};{881559};{};{Christina Rensinghof};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
reorder item;2019-07-25 15:38:17;{990331};{881340};{};{Christine Dobbert};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pay order;2019-07-25 15:41:37;{990142};{880567,880568,880569,880570,880571};{};{Junxiong Gao};{Echo Show 8,MacBook Air,Echo Studio,Echo Plus,Kindle Paperwhite};2813.97;5.485;Finance;yes;no;no;no
place order;2019-07-25 15:42:58;{990397};{881601,881602,881603,881604,881605,881606,881607,881608};{};{Lisa Mannel};{iPhone 8,iPhone X,iPad,Echo Show 5,Fire Stick,MacBook Air,MacBook Air,Fire Stick 4K};6347.97;4.725;Finance;yes;no;no;no
pay order;2019-07-25 15:55:54;{990370};{881500,881501,881502,881503};{};{Tobias Brockhoff};{MacBook Air,iPad mini,Echo Show 5,iPhone 11 Pro};3892.99;2.598;Finance;yes;no;no;no
pay order;2019-07-25 16:02:15;{990304};{881224,881225,881226};{};{Lisa Mannel};{Echo Studio,Echo Plus,Echo Plus};504.97;4.04;Finance;yes;no;no;no
pick item;2019-07-25 16:05:38;{990244};{880990};{};{Luis Santos};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
package delivered;2019-07-25 16:07:14;{990359,990253,990376,990325,990288};{881446,881025,881445,881521,881322,881523,881168,881525,881447};{660225};{Kefang Ding};{Fire Stick,iPhone 11,iPhone X,MacBook Pro,Fire Stick,Echo Dot,iPad Air,Kindle,MacBook Pro};7163.96;4.781;Delivery;yes;no;no;no
pay order;2019-07-25 16:10:06;{990362};{881459,881460,881461,881462};{};{Claudia Graf};{Echo Plus,Kindle,iPad,Echo Dot};759.97;2.626;Finance;yes;no;no;no
package delivered;2019-07-25 16:10:13;{990367,990370,990378,990336};{881487,881503,881502,881531,881500,881355};{660223};{Tobias Brockhoff};{MacBook Pro,iPhone 11 Pro,Echo Show 5,iPad Air,MacBook Air,MacBook Air};8614.99;5.378;Delivery;yes;no;no;no
pick item;2019-07-25 16:13:57;{990378};{881529};{};{Tobias Brockhoff};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2019-07-25 16:18:30;{990387};{881576};{};{Mohammadreza Fani Sani};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
create package;2019-07-25 16:18:30;{990369,990384};{881497,881496,881494,881561,881495};{660234};{Junxiong Gao};{iPad Pro,iPhone 11 Pro,Kindle,Echo Dot,Echo Show 8};2487.97;2.514;Fullfillment;yes;no;no;no
confirm order;2019-07-25 16:21:41;{990387};{881572,881573,881574,881575,881576};{};{Mohammadreza Fani Sani};{iPad Air,iPad mini,Echo Show 8,MacBook Pro,Echo};3659.98;3.85;Finance;yes;no;no;no
pick item;2019-07-25 16:54:07;{990396};{881600};{};{Wil van der Aalst};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-25 17:08:19;{990381};{881541};{};{Seran Uysal};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
reorder item;2019-07-25 17:08:20;{990394};{881597};{};{Luis Santos};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-07-25 17:10:43;{990253};{881028};{};{Kefang Ding};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2019-07-25 17:11:49;{990387};{881575};{};{Mohammadreza Fani Sani};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-07-25 17:11:59;{990331};{881340};{};{Christine Dobbert};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
create package;2019-07-25 17:11:59;{990371,990345,990394,990244};{881506,881392,881595,881596,880990,881505};{660235};{Luis Santos};{MacBook Pro,Echo Show 8,Fire Stick,Kindle Paperwhite,iPhone 11,iPhone 11 Pro};4746.98;3.399;Fullfillment;yes;no;no;no
confirm order;2019-07-25 17:30:49;{990397};{881601,881602,881603,881604,881605,881606,881607,881608};{};{Lisa Mannel};{iPhone 8,iPhone X,iPad,Echo Show 5,Fire Stick,MacBook Air,MacBook Air,Fire Stick 4K};6347.97;4.725;Finance;yes;no;no;no
pick item;2019-07-25 17:38:02;{990397};{881604};{};{Lisa Mannel};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
place order;2019-07-25 17:45:41;{990398};{881609};{};{Mahsa Bafrani};{MacBook Pro};2505.0;1.37;Finance;yes;no;no;no
pick item;2019-07-25 17:48:08;{990397};{881601};{};{Lisa Mannel};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
item out of stock;2019-07-25 18:01:23;{990379};{881532};{};{Marco Pegoraro};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
reorder item;2019-07-25 18:25:55;{990377};{881526};{};{Mohammadreza Fani Sani};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
reorder item;2019-07-25 18:38:25;{990363};{881464};{};{Claudia Graf};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pay order;2019-07-25 18:41:57;{990316};{881286,881287,881288,881289};{};{Luis Santos};{Echo Plus,MacBook Pro,iPhone 11 Pro,Echo};3903.98;3.618;Finance;yes;no;no;no
pick item;2019-07-25 18:46:18;{990366};{881482};{};{Anahita Farhang Ghahfarokhi};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
place order;2019-07-25 19:56:34;{990399};{881610,881611,881612};{};{Kefang Ding};{iPhone 11,Echo Studio,iPad};1498.99;2.129;Finance;yes;no;no;no
place order;2019-07-25 23:32:40;{990400};{881613};{};{Christine Dobbert};{Echo Show 5};94.99;0.88;Finance;yes;no;no;no
send package;2019-07-26 08:06:19;{990361,990329,990368,990343,990386};{881458,881454,881332,881457,881456,881490,881382,881571,881336,881566,881492};{660230};{Gyunam Park};{MacBook Air,Echo Plus,iPhone 11,iPhone X,iPad Air,Echo Show 5,iPhone 8,iPhone 11,Echo,MacBook Pro,Echo Dot};8371.96;7.094;Fullfillment;yes;no;no;no
pick item;2019-07-26 08:39:45;{990382};{881554};{};{Mahsa Bafrani};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
place order;2019-07-26 09:30:43;{990401};{881614,881615,881616,881617,881618};{};{Seran Uysal};{iPhone 11 Pro,iPhone 11,iPhone 8,Echo Plus,iPhone 8};3160.99;2.054;Finance;yes;no;no;no
item out of stock;2019-07-26 09:59:59;{990365};{881474};{};{Marco Pegoraro};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
confirm order;2019-07-26 10:04:37;{990399};{881610,881611,881612};{};{Kefang Ding};{iPhone 11,Echo Studio,iPad};1498.99;2.129;Finance;yes;no;no;no
reorder item;2019-07-26 10:12:34;{990384};{881562};{};{Junxiong Gao};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2019-07-26 10:13:00;{990385};{881564};{};{Christine Dobbert};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
package delivered;2019-07-26 10:28:45;{990361,990329,990368,990343,990386};{881458,881454,881332,881457,881456,881490,881382,881571,881336,881566,881492};{660230};{Gyunam Park};{MacBook Air,Echo Plus,iPhone 11,iPhone X,iPad Air,Echo Show 5,iPhone 8,iPhone 11,Echo,MacBook Pro,Echo Dot};8371.96;7.094;Delivery;yes;no;no;no
confirm order;2019-07-26 10:39:43;{990386};{881565,881566,881567,881568,881569,881570,881571};{};{Gyunam Park};{iPhone X,MacBook Pro,iPad,iPhone X,Echo Dot,Kindle Paperwhite,iPhone 11};5355.99;3.238;Finance;yes;no;no;no
pick item;2019-07-26 10:56:37;{990374};{881514};{};{Anahita Farhang Ghahfarokhi};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
create package;2019-07-26 10:56:37;{990381,990388};{881540,881548,881545,881544,881550,881579,881578,881543,881541,881546};{660236};{Seran Uysal};{Echo,Kindle Paperwhite,iPhone X,iPad mini,iPad Pro,iPhone 8,Kindle,Echo Plus,iPhone X,Fire Stick 4K};4023.96;4.635;Fullfillment;yes;no;no;no
pick item;2019-07-26 10:56:39;{990397};{881602};{};{Lisa Mannel};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-07-26 11:10:51;{990400};{881613};{};{Christine Dobbert};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2019-07-26 11:15:47;{990369};{881498};{};{Junxiong Gao};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
item out of stock;2019-07-26 11:18:59;{990380};{881539};{};{Lisa Mannel};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2019-07-26 11:20:39;{990397};{881608};{};{Lisa Mannel};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
place order;2019-07-26 11:21:11;{990402};{881619,881620,881621};{};{Seran Uysal};{iPhone 11,Kindle Paperwhite,iPad};1428.0;1.144;Finance;yes;no;no;no
pay order;2019-07-26 11:24:05;{990235};{880947,880948,880949,880950,880951,880952};{};{Junxiong Gao};{Echo Show 8,MacBook Pro,iPad Air,iPad,iPad Air,Echo Plus};4231.98;4.993;Finance;yes;no;no;no
send package;2019-07-26 11:27:49;{990266,990348,990347,990307,990324,990383,990188};{881079,881407,881404,881400,881250,881318,881557,880738};{660231};{Christina Rensinghof};{Echo,Kindle Paperwhite,iPhone 11,iPhone 11,Echo,Echo,Echo,MacBook Pro};4626.96;5.317;Fullfillment;yes;no;no;no
pay order;2019-07-26 11:30:27;{990312};{881271};{};{Christine Dobbert};{Echo};104.99;0.78;Finance;yes;no;no;no
send package;2019-07-26 11:33:57;{990320,990229,990365,990354,990364,990355,990379};{881300,880913,881475,881424,881467,881437,881533,881436,881478};{660233};{Marco Pegoraro};{iPad Pro,Fire Stick 4K,Echo Studio,iPad,Echo Show 5,Echo Show 8,Kindle Paperwhite,iPad,Echo Studio};2927.95;7.044;Fullfillment;yes;no;no;no
pay order;2019-07-26 11:37:53;{990380};{881534,881535,881536,881537,881538,881539};{};{Lisa Mannel};{iPhone 11,MacBook Air,iPad,iPad,Echo,Echo Plus};4243.98;4.442;Finance;yes;no;no;no
confirm order;2019-07-26 11:43:28;{990398};{881609};{};{Mahsa Bafrani};{MacBook Pro};2505.0;1.37;Finance;yes;no;no;no
pick item;2019-07-26 11:49:04;{990401};{881614};{};{Seran Uysal};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
reorder item;2019-07-26 12:15:37;{990362};{881461};{};{Claudia Graf};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-07-26 12:18:04;{990365};{881474};{};{Marco Pegoraro};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2019-07-26 12:28:21;{990394};{881597};{};{Luis Santos};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
send package;2019-07-26 12:35:21;{990381,990388};{881540,881548,881545,881544,881550,881579,881578,881543,881541,881546};{660236};{Seran Uysal};{Echo,Kindle Paperwhite,iPhone X,iPad mini,iPad Pro,iPhone 8,Kindle,Echo Plus,iPhone X,Fire Stick 4K};4023.96;4.635;Fullfillment;yes;no;no;no
place order;2019-07-26 13:02:08;{990403};{881622,881623,881624};{};{Junxiong Gao};{iPad mini,iPad,iPad mini};1398.0;1.043;Finance;yes;no;no;no
send package;2019-07-26 13:11:34;{990371,990345,990394,990244};{881506,881392,881595,881596,880990,881505};{660235};{Luis Santos};{MacBook Pro,Echo Show 8,Fire Stick,Kindle Paperwhite,iPhone 11,iPhone 11 Pro};4746.98;3.399;Fullfillment;yes;no;no;no
