activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
send package;2019-09-02 12:03:08;{990595,990558,990580,990587,990606};{882295,882142,882239,882264,882345,882349,882238};{660340};{Claudia Graf};{Echo,Echo Plus,Echo Plus,Fire Stick 4K,Kindle Paperwhite,iPad mini,Fire Stick 4K};1157.95;4.675;Fullfillment;yes;no;no;no
pick item;2019-09-02 12:08:52;{990610};{882367};{};{Mohammadreza Fani Sani};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-09-02 12:09:56;{990608};{882357};{};{Marco Pegoraro};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-09-02 12:11:56;{990609};{882361};{};{Mahnaz Qafari};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
place order;2019-09-02 12:17:01;{990611};{882375,882376,882377,882378,882379,882380};{};{Junxiong Gao};{iPad Air,iPhone 11 Pro,Fire Stick,MacBook Air,Kindle,Echo Dot};3979.97;2.941;Finance;yes;no;no;no
reorder item;2019-09-02 12:18:58;{990561};{882153};{};{Lisa Mannel};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-09-02 12:45:13;{990584};{882255};{};{Mohammadreza Fani Sani};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
create package;2019-09-02 12:45:13;{990577,990522};{882222,882013};{660342};{Luis Santos};{MacBook Pro,Fire Stick 4K};2589.99;1.65;Fullfillment;yes;no;no;no
pick item;2019-09-02 12:50:15;{990580};{882235};{};{Claudia Graf};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
send package;2019-09-02 12:55:45;{990573,990597,990434,990604,990499,990528};{882205,882308,881649,882306,882206,882310,882341,881926,882030,882204};{660341};{Wil van der Aalst};{Echo Plus,Fire Stick,iPhone 8,iPad Air,MacBook Air,Kindle Paperwhite,iPhone X,Echo Plus,iPhone X,Echo Studio};5271.96;6.979;Fullfillment;yes;no;no;no
pick item;2019-09-02 12:56:18;{990611};{882376};{};{Junxiong Gao};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
create package;2019-09-02 12:56:18;{990594};{882294,882293};{660343};{Mahsa Bafrani};{MacBook Air,Kindle Paperwhite};2329.0;1.745;Fullfillment;yes;no;no;no
pick item;2019-09-02 12:58:23;{990552};{882117};{};{Mahnaz Qafari};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-09-02 13:07:55;{990606};{882348};{};{Claudia Graf};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
create package;2019-09-02 13:07:55;{990578,990447};{882230,881705};{660344};{Christine Dobbert};{iPhone 11 Pro,Echo};1248.99;0.968;Fullfillment;yes;no;no;no
confirm order;2019-09-02 13:22:25;{990607};{882352,882353};{};{Tobias Brockhoff};{Fire Stick 4K,Echo Plus};244.98;1.56;Finance;yes;no;no;no
confirm order;2019-09-02 13:24:33;{990588};{882268,882269,882270};{};{Mahnaz Qafari};{iPad Pro,Echo Show 8,Echo Show 8};1363.98;2.443;Finance;yes;no;no;no
pick item;2019-09-02 13:37:10;{990426};{881621};{};{Mahsa Bafrani};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-09-02 13:45:57;{990588};{882269};{};{Mahnaz Qafari};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
create package;2019-09-02 13:45:57;{990563,990569,990591,990601,990561,990599};{882165,882188,882278,882332,882331,882329,882154,882318};{660345};{Lisa Mannel};{Echo Dot,Fire Stick,iPhone X,Echo Show 8,MacBook Air,iPad mini,iPhone X,iPad mini};4695.97;3.714;Fullfillment;yes;no;no;no
pick item;2019-09-02 13:51:32;{990394};{881494};{};{Lisa Mannel};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
place order;2019-09-02 13:53:48;{990612};{882381,882382,882383,882384,882385,882386,882387};{};{Kefang Ding};{Echo,Echo Show 8,Fire Stick,Fire Stick 4K,iPhone 8,iPhone 11 Pro,iPhone 8};2571.96;2.848;Finance;yes;no;no;no
confirm order;2019-09-02 13:54:33;{990612};{882381,882382,882383,882384,882385,882386,882387};{};{Kefang Ding};{Echo,Echo Show 8,Fire Stick,Fire Stick 4K,iPhone 8,iPhone 11 Pro,iPhone 8};2571.96;2.848;Finance;yes;no;no;no
item out of stock;2019-09-02 14:12:46;{990593};{882287};{};{Seran Uysal};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
package delivered;2019-09-02 14:21:08;{990551,990564};{882113,882168,882167};{660331};{Christina Rensinghof};{iPhone 11 Pro,iPhone 8,Echo Show 8};1807.99;1.378;Delivery;yes;no;no;no
pay order;2019-09-02 14:40:34;{990382};{881439,881440,881441,881442,881443,881444,881445,881446,881447,881448,881449,881450};{};{Mohammadreza Fani Sani};{Echo Plus,iPhone 11,iPhone X,Fire Stick 4K,iPhone 11,Echo Dot,Echo Studio,Fire Stick 4K,MacBook Pro,iPhone X,Echo Dot,iPhone 11 Pro};7239.94;6.314;Finance;yes;no;no;no
confirm order;2019-09-02 14:46:25;{990611};{882375,882376,882377,882378,882379,882380};{};{Junxiong Gao};{iPad Air,iPhone 11 Pro,Fire Stick,MacBook Air,Kindle,Echo Dot};3979.97;2.941;Finance;yes;no;no;no
confirm order;2019-09-02 14:46:43;{990609};{882359,882360,882361,882362,882363,882364,882365,882366};{};{Mahnaz Qafari};{Kindle Paperwhite,Kindle Paperwhite,Echo Show 5,MacBook Pro,MacBook Pro,iPad mini,Echo,MacBook Air};8101.98;6.92;Finance;yes;no;no;no
pay order;2019-09-02 14:49:03;{990600};{882322,882323,882324,882325,882326,882327,882328};{};{Junxiong Gao};{Echo,Echo Show 8,iPhone X,MacBook Pro,Echo Show 8,iPad Pro,MacBook Air};6862.97;6.015;Finance;yes;no;no;no
send package;2019-09-02 14:53:25;{990577,990522};{882222,882013};{660342};{Luis Santos};{MacBook Pro,Fire Stick 4K};2589.99;1.65;Fullfillment;yes;no;no;no
confirm order;2019-09-02 14:58:45;{990597};{882305,882306,882307,882308,882309,882310};{};{Wil van der Aalst};{Echo,iPad Air,Echo Show 5,Fire Stick,iPad mini,Kindle Paperwhite};1288.97;3.075;Finance;yes;no;no;no
item out of stock;2019-09-02 15:07:05;{990556};{882132};{};{Mohammadreza Fani Sani};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
send package;2019-09-02 15:08:15;{990563,990569,990591,990601,990561,990599};{882165,882188,882278,882332,882331,882329,882154,882318};{660345};{Lisa Mannel};{Echo Dot,Fire Stick,iPhone X,Echo Show 8,MacBook Air,iPad mini,iPhone X,iPad mini};4695.97;3.714;Fullfillment;yes;no;no;no
pick item;2019-09-02 15:09:05;{990503};{881939};{};{Claudia Graf};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-09-02 15:12:16;{990611};{882378};{};{Junxiong Gao};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
failed delivery;2019-09-02 15:12:38;{990422,990507,990573,990549,990528};{881607,881608,881961,881960,882202,882104,882203,882031,882105};{660324};{Wil van der Aalst};{iPad mini,Echo,MacBook Pro,Echo Studio,iPad Air,Echo Show 8,Echo Dot,Echo Show 8,MacBook Pro};6514.95;8.06;Delivery;yes;no;no;no
item out of stock;2019-09-02 15:14:14;{990596};{882304};{};{Marco Pegoraro};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
item out of stock;2019-09-02 15:23:50;{990598};{882314};{};{Christina Rensinghof};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-09-02 15:30:02;{990609};{882360};{};{Mahnaz Qafari};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-09-02 15:34:49;{990602};{882334};{};{Tobias Brockhoff};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-09-02 15:35:10;{990602};{882336};{};{Tobias Brockhoff};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
reorder item;2019-09-02 15:36:00;{990596};{882304};{};{Marco Pegoraro};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pay order;2019-09-02 15:39:01;{990596};{882298,882299,882300,882301,882302,882303,882304};{};{Marco Pegoraro};{iPad Air,iPad,Echo Show 8,Kindle Paperwhite,Kindle Paperwhite,MacBook Pro,iPhone X};4562.99;4.435;Finance;yes;no;no;no
pick item;2019-09-02 15:45:17;{990605};{882343};{};{Kefang Ding};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-09-02 15:46:23;{990594};{882292};{};{Mahsa Bafrani};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
package delivered;2019-09-02 15:57:58;{990563,990569,990591,990601,990561,990599};{882165,882188,882278,882332,882331,882329,882154,882318};{660345};{Lisa Mannel};{Echo Dot,Fire Stick,iPhone X,Echo Show 8,MacBook Air,iPad mini,iPhone X,iPad mini};4695.97;3.714;Delivery;yes;no;no;no
pick item;2019-09-02 16:05:08;{990575};{882212};{};{Majid Rafiei};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
create package;2019-09-02 16:05:08;{990547,990600,990571,990525,990579,990611};{882100,882327,882193,882019,882234,882231,882328,882322,882376,882378,882194};{660346};{Junxiong Gao};{iPhone 11,iPad Pro,iPhone X,Echo Show 8,iPad Pro,Echo Studio,MacBook Air,Echo,iPhone 11 Pro,MacBook Air,iPad Pro};10773.97;7.715;Fullfillment;yes;no;no;no
pick item;2019-09-02 16:06:51;{990609};{882366};{};{Mahnaz Qafari};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
place order;2019-09-02 16:07:21;{990613};{882388,882389,882390};{};{Marco Pegoraro};{iPhone X,MacBook Air,iPad Pro};4003.0;1.905;Finance;yes;no;no;no
reorder item;2019-09-02 16:10:50;{990547};{882101};{};{Junxiong Gao};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-09-02 16:16:36;{990474};{881820};{};{Tobias Brockhoff};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pay order;2019-09-02 16:20:02;{990565};{882171,882172,882173,882174};{};{Lisa Mannel};{Echo Studio,iPad mini,MacBook Pro,iPad};3648.99;3.613;Finance;yes;no;no;no
confirm order;2019-09-02 16:21:43;{990605};{882343,882344};{};{Kefang Ding};{Echo Show 8,Echo Show 5};224.98;1.86;Finance;yes;no;no;no
pick item;2019-09-02 16:29:02;{990585};{882256};{};{Kefang Ding};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
confirm order;2019-09-02 16:44:34;{990610};{882367,882368,882369,882370,882371,882372,882373,882374};{};{Mohammadreza Fani Sani};{Fire Stick,Echo Studio,Fire Stick,MacBook Air,Fire Stick,MacBook Pro,iPad mini,MacBook Air};7673.96;6.23;Finance;yes;no;no;no
confirm order;2019-09-02 16:46:52;{990604};{882340,882341,882342};{};{Wil van der Aalst};{iPhone 8,iPhone X,iPhone 11 Pro};2382.0;0.57;Finance;yes;no;no;no
package delivered;2019-09-02 16:47:19;{990590,990461,990552,990609,990588};{882276,881770,882277,882115,882364,882270};{660339};{Mahnaz Qafari};{iPhone 8,iPad Air,iPad,Echo Show 8,iPad mini,Echo Show 8};2208.98;3.373;Delivery;yes;no;no;no
pick item;2019-09-02 16:51:27;{990587};{882265};{};{Claudia Graf};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
confirm order;2019-09-02 16:51:38;{990613};{882388,882389,882390};{};{Marco Pegoraro};{iPhone X,MacBook Air,iPad Pro};4003.0;1.905;Finance;yes;no;no;no
pick item;2019-09-02 16:55:11;{990612};{882384};{};{Kefang Ding};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
failed delivery;2019-09-02 17:00:40;{990595,990558,990580,990587,990606};{882295,882142,882239,882264,882345,882349,882238};{660340};{Claudia Graf};{Echo,Echo Plus,Echo Plus,Fire Stick 4K,Kindle Paperwhite,iPad mini,Fire Stick 4K};1157.95;4.675;Delivery;yes;no;no;no
package delivered;2019-09-02 17:03:49;{990479,990476,990510,990531};{881844,881829,881969,882042};{660334};{Marco Pegoraro};{Echo Studio,iPhone X,Kindle,Fire Stick 4K};1068.97;2.415;Delivery;yes;no;no;no
pick item;2019-09-02 17:04:46;{990552};{882116};{};{Mahnaz Qafari};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
send package;2019-09-02 17:11:17;{990578,990447};{882230,881705};{660344};{Christine Dobbert};{iPhone 11 Pro,Echo};1248.99;0.968;Fullfillment;yes;no;no;no
confirm order;2019-09-02 17:18:06;{990593};{882283,882284,882285,882286,882287,882288,882289,882290,882291};{};{Seran Uysal};{MacBook Pro,Echo Studio,Kindle Paperwhite,Echo Show 5,iPhone 11,MacBook Air,Echo Show 5,Kindle,Echo Plus};6242.95;8.284;Finance;yes;no;no;no
item out of stock;2019-09-02 17:18:12;{990611};{882379};{};{Junxiong Gao};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
reorder item;2019-09-02 17:22:34;{990498};{881923};{};{Junxiong Gao};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-09-02 17:25:15;{990600};{882325};{};{Junxiong Gao};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-09-02 17:25:21;{990577};{882227};{};{Luis Santos};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
place order;2019-09-02 17:34:28;{990614};{882391,882392,882393,882394,882395,882396};{};{Luis Santos};{Echo Show 5,iPhone 11,iPhone 11 Pro,Echo,Echo Show 8,Echo Studio};2472.96;4.474;Finance;yes;no;no;no
pick item;2019-09-02 17:36:49;{990598};{882315};{};{Christina Rensinghof};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
failed delivery;2019-09-02 17:38:39;{990586,990485,990581,990593};{882260,882261,882263,881870,882242,882241,882259,882285,882240};{660335};{Seran Uysal};{MacBook Air,iPhone 11,Fire Stick 4K,Kindle,iPad Pro,Echo Dot,iPhone 11,Kindle Paperwhite,iPhone X};5924.97;3.875;Delivery;yes;no;no;no
item out of stock;2019-09-02 17:39:40;{990592};{882281};{};{Marco Pegoraro};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
package delivered;2019-09-02 17:47:53;{990538,990582,990575};{882066,882246,882213,882245,882210};{660333};{Majid Rafiei};{iPad Pro,Echo Show 5,MacBook Air,Echo Show 8,Echo Plus};3668.97;4.873;Delivery;yes;no;no;no
package delivered;2019-09-02 17:47:55;{990586,990485,990581,990593};{882260,882261,882263,881870,882242,882241,882259,882285,882240};{660335};{Seran Uysal};{MacBook Air,iPhone 11,Fire Stick 4K,Kindle,iPad Pro,Echo Dot,iPhone 11,Kindle Paperwhite,iPhone X};5924.97;3.875;Delivery;yes;no;no;no
pick item;2019-09-02 17:48:12;{990383};{881451};{};{Mahnaz Qafari};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-09-02 17:52:21;{990599};{882319};{};{Lisa Mannel};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pay order;2019-09-02 17:56:00;{990585};{882256,882257,882258};{};{Kefang Ding};{Echo Studio,Echo Studio,iPhone X};1103.98;3.132;Finance;yes;no;no;no
pick item;2019-09-02 17:58:50;{990586};{882262};{};{Seran Uysal};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
create package;2019-09-02 17:58:50;{990598,990532,990564};{882311,882045,882316,882044,882315,882169};{660347};{Christina Rensinghof};{iPhone 11,Echo,iPad,Fire Stick 4K,Echo,iPhone 8};2112.97;2.699;Fullfillment;yes;no;no;no
pick item;2019-09-02 18:06:36;{990593};{882286};{};{Seran Uysal};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2019-09-02 18:23:04;{990596};{882300};{};{Marco Pegoraro};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-09-02 18:23:11;{990612};{882387};{};{Kefang Ding};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pick item;2019-09-02 18:47:26;{990577};{882225};{};{Luis Santos};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
pick item;2019-09-02 18:55:42;{990584};{882251};{};{Mohammadreza Fani Sani};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
confirm order;2019-09-02 19:19:43;{990580};{882235,882236,882237,882238,882239};{};{Claudia Graf};{iPhone 11 Pro,Echo Show 5,iPhone 11,Fire Stick 4K,Echo Plus};2282.97;2.794;Finance;yes;no;no;no
package delivered;2019-09-02 19:28:16;{990578,990447};{882230,881705};{660344};{Christine Dobbert};{iPhone 11 Pro,Echo};1248.99;0.968;Delivery;yes;no;no;no
place order;2019-09-02 19:28:42;{990615};{882397,882398,882399,882400,882401};{};{Marco Pegoraro};{Echo Studio,Echo,iPhone 11,iPhone X,MacBook Pro};4302.98;3.968;Finance;yes;no;no;no
package delivered;2019-09-02 19:31:50;{990573,990597,990434,990604,990499,990528};{882205,882308,881649,882306,882206,882310,882341,881926,882030,882204};{660341};{Wil van der Aalst};{Echo Plus,Fire Stick,iPhone 8,iPad Air,MacBook Air,Kindle Paperwhite,iPhone X,Echo Plus,iPhone X,Echo Studio};5271.96;6.979;Delivery;yes;no;no;no
pick item;2019-09-02 20:57:57;{990374};{881413};{};{Majid Rafiei};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
create package;2019-09-02 20:57:57;{990607,990602,990474};{882353,882335,882334,882336,881820,881819};{660348};{Tobias Brockhoff};{Echo Plus,MacBook Air,iPad mini,Echo Dot,Kindle,Echo Studio};3108.96;5.153;Fullfillment;yes;no;no;no
pick item;2019-09-02 21:05:08;{990451};{881717};{};{Tobias Brockhoff};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
place order;2019-09-02 22:36:55;{990616};{882402,882403,882404};{};{Mohammadreza Fani Sani};{Echo Dot,iPhone X,Echo Show 5};823.98;1.432;Finance;yes;no;no;no
send package;2019-09-03 08:29:57;{990547,990600,990571,990525,990579,990611};{882100,882327,882193,882019,882234,882231,882328,882322,882376,882378,882194};{660346};{Junxiong Gao};{iPhone 11,iPad Pro,iPhone X,Echo Show 8,iPad Pro,Echo Studio,MacBook Air,Echo,iPhone 11 Pro,MacBook Air,iPad Pro};10773.97;7.715;Fullfillment;yes;no;no;no
pick item;2019-09-03 08:52:48;{990604};{882342};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-09-03 08:56:15;{990589};{882271};{};{Mohammadreza Fani Sani};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
payment reminder;2019-09-03 09:03:59;{990500};{881929,881930};{};{Christina Rensinghof};{iPad mini,Echo Show 5};543.99;1.16;Finance;yes;no;no;no
place order;2019-09-03 09:05:21;{990617};{882405,882406,882407};{};{Christina Rensinghof};{iPhone X,Echo Plus,MacBook Pro};3353.99;2.822;Finance;yes;no;no;no
pick item;2019-09-03 09:08:43;{990521};{882005};{};{Majid Rafiei};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
reorder item;2019-09-03 09:15:18;{990611};{882379};{};{Junxiong Gao};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pay order;2019-09-03 09:18:59;{990441};{881676,881677};{};{Marco Pegoraro};{iPad,iPhone X};1199.0;0.655;Finance;yes;no;no;no
reorder item;2019-09-03 09:31:31;{990556};{882132};{};{Mohammadreza Fani Sani};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
failed delivery;2019-09-03 09:40:36;{990595,990558,990580,990587,990606};{882295,882142,882239,882264,882345,882349,882238};{660340};{Claudia Graf};{Echo,Echo Plus,Echo Plus,Fire Stick 4K,Kindle Paperwhite,iPad mini,Fire Stick 4K};1157.95;4.675;Delivery;yes;no;no;no
send package;2019-09-03 09:45:42;{990529,990585,990470};{882033,882258,881808,882257,882036};{660336};{Kefang Ding};{Echo Plus,iPhone X,Echo Show 8,Echo Studio,Echo Dot};1208.96;4.292;Fullfillment;yes;no;no;no
confirm order;2019-09-03 09:47:22;{990616};{882402,882403,882404};{};{Mohammadreza Fani Sani};{Echo Dot,iPhone X,Echo Show 5};823.98;1.432;Finance;yes;no;no;no
pick item;2019-09-03 09:47:28;{990616};{882403};{};{Mohammadreza Fani Sani};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
send package;2019-09-03 09:49:49;{990576,990566,990471,990550};{882214,882175,882176,881813,882110};{660338};{Gyunam Park};{iPad,Fire Stick 4K,Echo Plus,iPad Air,iPad Air};1686.98;2.923;Fullfillment;yes;no;no;no
item out of stock;2019-09-03 09:55:13;{990597};{882309};{};{Wil van der Aalst};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-09-03 10:00:11;{990306};{881159};{};{Lisa Mannel};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
create package;2019-09-03 10:00:11;{990592,990501,990596,990608};{882282,881933,882301,882355,882302,882357,882300,882299};{660349};{Marco Pegoraro};{Kindle,iPhone 11 Pro,Kindle Paperwhite,MacBook Air,Kindle Paperwhite,iPhone 11 Pro,Echo Show 8,iPad};5460.98;4.562;Fullfillment;yes;no;no;no
pick item;2019-09-03 10:06:13;{990511};{881974};{};{Marco Pegoraro};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pay order;2019-09-03 10:09:20;{990598};{882311,882312,882313,882314,882315,882316};{};{Christina Rensinghof};{iPhone 11,Fire Stick,MacBook Air,iPad Pro,Echo,iPad};4737.98;3.362;Finance;yes;no;no;no
pick item;2019-09-03 10:11:37;{990599};{882321};{};{Lisa Mannel};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-09-03 10:12:07;{990483};{881862};{};{Junxiong Gao};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
item out of stock;2019-09-03 10:14:47;{990607};{882352};{};{Tobias Brockhoff};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
place order;2019-09-03 10:30:28;{990618};{882408,882409,882410};{};{Lisa Mannel};{iPad Pro,Echo Show 5,Echo Show 8};1323.98;2.343;Finance;yes;no;no;no
item out of stock;2019-09-03 10:39:03;{990614};{882393};{};{Luis Santos};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-09-03 10:39:51;{990612};{882386};{};{Kefang Ding};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pay order;2019-09-03 10:42:03;{990607};{882352,882353};{};{Tobias Brockhoff};{Fire Stick 4K,Echo Plus};244.98;1.56;Finance;yes;no;no;no
pick item;2019-09-03 10:50:28;{990593};{882283};{};{Seran Uysal};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-09-03 10:56:02;{990613};{882390};{};{Marco Pegoraro};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-09-03 10:58:39;{990616};{882402};{};{Mohammadreza Fani Sani};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2019-09-03 11:01:47;{990582};{882243};{};{Majid Rafiei};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
create package;2019-09-03 11:01:47;{990567,990610,990584,990589,990616};{882182,882371,882367,882255,882251,882271,882403,882402,882275};{660350};{Mohammadreza Fani Sani};{Kindle Paperwhite,Fire Stick,Fire Stick,iPhone 11,iPhone 11 Pro,Echo,iPhone X,Echo Dot,iPad};3480.96;3.064;Fullfillment;yes;no;no;no
pick item;2019-09-03 11:03:42;{990509};{881965};{};{Christina Rensinghof};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-09-03 11:12:59;{990602};{882337};{};{Tobias Brockhoff};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
reorder item;2019-09-03 11:17:52;{990576};{882219};{};{Gyunam Park};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
send package;2019-09-03 11:45:40;{990607,990602,990474};{882353,882335,882334,882336,881820,881819};{660348};{Tobias Brockhoff};{Echo Plus,MacBook Air,iPad mini,Echo Dot,Kindle,Echo Studio};3108.96;5.153;Fullfillment;yes;no;no;no
pick item;2019-09-03 11:52:10;{990510};{881971};{};{Marco Pegoraro};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-09-03 11:53:50;{990533};{882049};{};{Kefang Ding};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
package delivered;2019-09-03 11:57:09;{990529,990585,990470};{882033,882258,881808,882257,882036};{660336};{Kefang Ding};{Echo Plus,iPhone X,Echo Show 8,Echo Studio,Echo Dot};1208.96;4.292;Delivery;yes;no;no;no
pay order;2019-09-03 12:03:18;{990556};{882129,882130,882131,882132,882133};{};{Mohammadreza Fani Sani};{Echo Studio,iPhone X,Kindle,Echo Dot,Echo Studio};1213.96;3.995;Finance;yes;no;no;no
pay order;2019-09-03 12:08:05;{990501};{881931,881932,881933,881934,881935,881936};{};{Marco Pegoraro};{MacBook Pro,MacBook Pro,iPhone 11 Pro,Echo Studio,iPhone 11,Echo Show 8};7282.98;5.554;Finance;yes;no;no;no
place order;2019-09-03 12:20:41;{990619};{882411,882412,882413,882414,882415};{};{Claudia Graf};{Echo Show 8,Kindle,Fire Stick 4K,iPhone X,MacBook Air};3203.97;3.165;Finance;yes;no;no;no
pay order;2019-09-03 12:21:47;{990567};{882179,882180,882181,882182};{};{Mohammadreza Fani Sani};{iPhone X,Fire Stick 4K,iPad mini,Kindle Paperwhite};1371.99;1.227;Finance;yes;no;no;no
package delivered;2019-09-03 12:22:31;{990577,990522};{882222,882013};{660342};{Luis Santos};{MacBook Pro,Fire Stick 4K};2589.99;1.65;Delivery;yes;no;no;no
item out of stock;2019-09-03 12:39:23;{990601};{882333};{};{Lisa Mannel};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-09-03 12:44:24;{990587};{882266};{};{Claudia Graf};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pay order;2019-09-03 12:55:27;{990587};{882264,882265,882266,882267};{};{Claudia Graf};{Fire Stick 4K,iPad,MacBook Air,iPad};3284.99;2.496;Finance;yes;no;no;no
pick item;2019-09-03 12:58:30;{990595};{882297};{};{Claudia Graf};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pay order;2019-09-03 13:00:48;{990500};{881929,881930};{};{Christina Rensinghof};{iPad mini,Echo Show 5};543.99;1.16;Finance;yes;no;no;no
pick item;2019-09-03 13:13:27;{990453};{881732};{};{Christina Rensinghof};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
item out of stock;2019-09-03 13:14:40;{990606};{882351};{};{Claudia Graf};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pay order;2019-09-03 13:27:33;{990461};{881769,881770};{};{Mahnaz Qafari};{Fire Stick,iPad Air};520.99;0.64;Finance;yes;no;no;no
pay order;2019-09-03 13:34:18;{990547};{882098,882099,882100,882101};{};{Junxiong Gao};{iPhone 11 Pro,Echo Studio,iPhone 11,Echo Show 8};2282.98;2.814;Finance;yes;no;no;no
pick item;2019-09-03 13:35:56;{990612};{882385};{};{Kefang Ding};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pay order;2019-09-03 13:42:57;{990552};{882114,882115,882116,882117};{};{Mahnaz Qafari};{Fire Stick,Echo Show 8,iPhone 8,Fire Stick};743.97;1.59;Finance;yes;no;no;no
place order;2019-09-03 14:01:08;{990620};{882416,882417,882418,882419};{};{Anahita Farhang Ghahfarokhi};{Fire Stick 4K,Echo Plus,Fire Stick,iPhone 8};813.97;1.97;Finance;yes;no;no;no
