activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
item out of stock;2019-07-16 14:36:12;{990305};{881155};{};{Kefang Ding};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
confirm order;2019-07-16 14:36:30;{990331};{881256,881257};{};{Mahsa Bafrani};{Echo Studio,iPad Pro};1303.99;1.963;Finance;yes;no;no;no
pick item;2019-07-16 14:47:13;{990288};{881099};{};{Marco Pegoraro};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pick item;2019-07-16 15:00:59;{990327};{881242};{};{Mohammadreza Fani Sani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-07-16 15:04:32;{990295};{881125};{};{Tobias Brockhoff};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
create package;2019-07-16 15:04:32;{990310,990080};{881177,881176,880313,881178};{660176};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro,iPhone 11,iPad Air,iPad Pro};3523.0;1.277;Fullfillment;yes;no;no;no
pay order;2019-07-16 15:09:06;{990289};{881101,881102,881103};{};{Gyunam Park};{MacBook Pro,Echo Plus,Echo};2754.98;3.43;Finance;yes;no;no;no
place order;2019-07-16 15:09:40;{990339};{881276,881277,881278};{};{Christina Rensinghof};{iPhone 11 Pro,Echo Plus,MacBook Pro};3803.99;2.838;Finance;yes;no;no;no
pick item;2019-07-16 15:11:05;{990313};{881190};{};{Lisa Mannel};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pay order;2019-07-16 15:12:43;{990271};{881036,881037};{};{Mahnaz Qafari};{iPad,iPhone 11};1299.0;0.649;Finance;yes;no;no;no
pick item;2019-07-16 15:13:17;{990241};{880929};{};{Anahita Farhang Ghahfarokhi};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-07-16 15:24:11;{990317};{881212};{};{Wil van der Aalst};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-16 15:27:40;{990318};{881214};{};{Mahnaz Qafari};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
create package;2019-07-16 15:27:40;{990235,990327,990283};{880907,881244,881242,881079};{660177};{Mohammadreza Fani Sani};{Echo Show 5,Kindle,Echo Show 8,Fire Stick};339.96;2.543;Fullfillment;yes;no;no;no
pay order;2019-07-16 15:28:26;{990050};{880185,880186,880187};{};{Lisa Mannel};{Fire Stick,Fire Stick 4K,Echo};234.97;1.26;Finance;yes;no;no;no
pick item;2019-07-16 15:31:06;{990315};{881200};{};{Christine Dobbert};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-07-16 15:35:35;{990315};{881201};{};{Christine Dobbert};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-07-16 15:37:58;{990322};{881226};{};{Mahnaz Qafari};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-07-16 15:46:54;{990336};{881268};{};{Mohammadreza Fani Sani};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
create package;2019-07-16 15:46:54;{990308,990309,990295,990202};{881165,881175,881166,881171,881173,881170,881125,880792};{660178};{Tobias Brockhoff};{Kindle,iPad Air,Fire Stick,Echo Dot,Echo,iPhone 11,Echo Studio,MacBook Pro};4224.95;5.299;Fullfillment;yes;no;no;no
pick item;2019-07-16 15:58:35;{990333};{881261};{};{Christina Rensinghof};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2019-07-16 16:03:12;{990263};{881012};{};{Seran Uysal};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
reorder item;2019-07-16 16:06:22;{990321};{881222};{};{Majid Rafiei};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
reorder item;2019-07-16 16:14:11;{990305};{881155};{};{Kefang Ding};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
send package;2019-07-16 16:20:13;{990261,990328,990254};{881003,881249,880977};{660173};{Marco Pegoraro};{iPhone 8,iPad mini,Echo Plus};1127.99;1.77;Fullfillment;yes;no;no;no
send package;2019-07-16 16:24:24;{990310,990080};{881177,881176,880313,881178};{660176};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro,iPhone 11,iPad Air,iPad Pro};3523.0;1.277;Fullfillment;yes;no;no;no
package delivered;2019-07-16 16:28:00;{990287,990298,990292};{881096,881138,881137,881136,881109,881134};{660174};{Claudia Graf};{MacBook Air,iPhone 11 Pro,iPhone 11,Fire Stick 4K,Kindle,iPhone X};5016.98;2.539;Delivery;yes;no;no;no
reorder item;2019-07-16 16:28:19;{990335};{881266};{};{Anahita Farhang Ghahfarokhi};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
confirm order;2019-07-16 16:28:39;{990326};{881236,881237,881238,881239,881240};{};{Christine Dobbert};{Fire Stick 4K,iPhone X,MacBook Pro,iPhone X,Fire Stick};4032.98;2.194;Finance;yes;no;no;no
reorder item;2019-07-16 16:35:59;{990305};{881154};{};{Kefang Ding};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
place order;2019-07-16 16:39:05;{990340};{881279,881280,881281,881282};{};{Christina Rensinghof};{Echo Show 8,iPad mini,iPhone 11,iPhone X};2081.99;1.598;Finance;yes;no;no;no
package delivered;2019-07-16 16:45:13;{990269,990262,990296,990238,990302,990103,990162};{881031,881009,881129,880922,881145,881144,880397,881146,881132,880618};{660165};{Christine Dobbert};{Echo Show 5,iPad Air,iPad,Echo,MacBook Air,Echo Show 5,iPad Pro,MacBook Air,Echo Show 5,Echo Plus};6989.95;8.606;Delivery;yes;no;no;no
reorder item;2019-07-16 16:52:57;{990309};{881172};{};{Tobias Brockhoff};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
payment reminder;2019-07-16 17:02:47;{990220};{880861,880862,880863,880864};{};{Luis Santos};{iPhone 11,Echo,iPad Air,Kindle Paperwhite};1508.99;1.881;Finance;yes;no;no;no
confirm order;2019-07-16 17:11:48;{990334};{881263,881264};{};{Mahnaz Qafari};{Kindle,Echo Studio};284.98;1.963;Finance;yes;no;no;no
pick item;2019-07-16 17:51:19;{990306};{881160};{};{Lisa Mannel};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-07-16 18:03:55;{990319};{881216};{};{Kefang Ding};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
payment reminder;2019-07-16 18:09:15;{990225};{880879};{};{Mohammadreza Fani Sani};{Echo Studio};204.99;1.48;Finance;yes;no;no;no
pick item;2019-07-16 18:23:53;{990321};{881223};{};{Majid Rafiei};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
package delivered;2019-07-16 18:30:17;{990304,990274,990293,990143};{881151,881050,881150,881113,881114,881049,880556,881115,881116};{660168};{Majid Rafiei};{iPhone 11,MacBook Air,iPhone 11 Pro,iPhone 11 Pro,iPhone 11 Pro,iPhone X,Echo Studio,iPad Air,Echo Studio};8020.98;5.552;Delivery;yes;no;no;no
place order;2019-07-16 18:37:56;{990341};{881283,881284};{};{Marco Pegoraro};{Echo,Fire Stick 4K};194.98;1.06;Finance;yes;no;no;no
pay order;2019-07-16 19:40:30;{990219};{880859,880860};{};{Christine Dobbert};{iPad mini,iPhone X};1153.0;0.452;Finance;yes;no;no;no
place order;2019-07-16 21:33:19;{990342};{881285,881286,881287,881288};{};{Kefang Ding};{iPad Air,Echo Show 8,iPad Pro,iPhone 11 Pro};2858.99;2.091;Finance;yes;no;no;no
place order;2019-07-17 05:37:30;{990343};{881289,881290,881291,881292};{};{Claudia Graf};{Echo Studio,MacBook Pro,Kindle,iPhone X};3483.98;3.505;Finance;yes;no;no;no
package delivered;2019-07-17 08:07:31;{990265,990259};{881019,880995};{660163};{Luis Santos};{iPhone 11 Pro,Kindle Paperwhite};1278.0;0.683;Delivery;yes;no;no;no
pick item;2019-07-17 08:43:53;{990205};{880803};{};{Majid Rafiei};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-07-17 08:45:41;{990337};{881272};{};{Mahsa Bafrani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-07-17 08:47:21;{990335};{881265};{};{Anahita Farhang Ghahfarokhi};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
create package;2019-07-17 08:47:21;{990121,990326,990236,990315};{880465,881238,881239,881237,880913,881200,881201,881199};{660179};{Christine Dobbert};{iPad Pro,MacBook Pro,iPhone X,iPhone X,Echo Plus,MacBook Pro,Kindle Paperwhite,iPad};8270.99;5.825;Fullfillment;yes;no;no;no
pick item;2019-07-17 08:47:44;{990342};{881286};{};{Kefang Ding};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
send package;2019-07-17 08:52:22;{990235,990327,990283};{880907,881244,881242,881079};{660177};{Mohammadreza Fani Sani};{Echo Show 5,Kindle,Echo Show 8,Fire Stick};339.96;2.543;Fullfillment;yes;no;no;no
pick item;2019-07-17 08:52:50;{990343};{881289};{};{Claudia Graf};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
item out of stock;2019-07-17 08:54:43;{990339};{881278};{};{Christina Rensinghof};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-07-17 09:38:48;{990130};{880505};{};{Luis Santos};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2019-07-17 09:50:48;{990254};{880975};{};{Marco Pegoraro};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
place order;2019-07-17 10:13:01;{990344};{881293,881294,881295,881296};{};{Seran Uysal};{iPad Pro,iPad,iPad Pro,iPad mini};3147.0;1.729;Finance;yes;no;no;no
reorder item;2019-07-17 10:18:54;{990339};{881278};{};{Christina Rensinghof};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
item out of stock;2019-07-17 10:21:22;{990315};{881203};{};{Christine Dobbert};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pay order;2019-07-17 10:56:29;{990041};{880151,880152,880153,880154,880155};{};{Tobias Brockhoff};{Kindle Paperwhite,iPhone 8,iPad mini,Echo Show 8,MacBook Pro};3741.99;3.335;Finance;yes;no;no;no
pick item;2019-07-17 10:58:25;{990328};{881246};{};{Marco Pegoraro};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
item out of stock;2019-07-17 10:58:37;{990313};{881189};{};{Lisa Mannel};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pay order;2019-07-17 10:58:45;{990172};{880656,880657};{};{Seran Uysal};{iPad mini,iPhone X};1153.0;0.452;Finance;yes;no;no;no
item out of stock;2019-07-17 10:58:58;{990343};{881291};{};{Claudia Graf};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-17 11:04:44;{990308};{881169};{};{Tobias Brockhoff};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
package delivered;2019-07-17 11:15:43;{990310,990080};{881177,881176,880313,881178};{660176};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro,iPhone 11,iPad Air,iPad Pro};3523.0;1.277;Delivery;yes;no;no;no
pick item;2019-07-17 11:18:59;{990322};{881228};{};{Mahnaz Qafari};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
place order;2019-07-17 11:45:47;{990345};{881297,881298,881299};{};{Mohammadreza Fani Sani};{Fire Stick,iPhone X,Fire Stick};783.98;0.572;Finance;yes;no;no;no
confirm order;2019-07-17 11:47:56;{990337};{881271,881272,881273,881274};{};{Mahsa Bafrani};{MacBook Air,Echo Show 8,MacBook Pro,iPad Pro};5933.99;4.083;Finance;yes;no;no;no
confirm order;2019-07-17 11:49:08;{990330};{881253,881254,881255};{};{Junxiong Gao};{iPhone X,Echo Plus,iPad Air};1329.99;1.892;Finance;yes;no;no;no
pick item;2019-07-17 12:04:32;{990321};{881222};{};{Majid Rafiei};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
create package;2019-07-17 12:04:32;{990320,990311,990301};{881219,881218,881180,881179,881143};{660180};{Gyunam Park};{Echo,iPhone 11,Kindle,Echo Plus,Fire Stick};1168.96;2.909;Fullfillment;yes;no;no;no
reorder item;2019-07-17 12:05:52;{990275};{881053};{};{Mahnaz Qafari};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
payment reminder;2019-07-17 12:22:24;{990228};{880887,880888,880889};{};{Christine Dobbert};{MacBook Pro,Echo Dot,Kindle};2614.98;2.233;Finance;yes;no;no;no
package delivered;2019-07-17 12:50:02;{990305,990319,990207};{881153,881215,880812,881156,881157};{660172};{Kefang Ding};{Fire Stick 4K,iPad,iPad mini,Kindle Paperwhite,iPad Air};1638.99;1.978;Delivery;yes;no;no;no
send package;2019-07-17 12:56:20;{990308,990309,990295,990202};{881165,881175,881166,881171,881173,881170,881125,880792};{660178};{Tobias Brockhoff};{Kindle,iPad Air,Fire Stick,Echo Dot,Echo,iPhone 11,Echo Studio,MacBook Pro};4224.95;5.299;Fullfillment;yes;no;no;no
package delivered;2019-07-17 12:57:46;{990280,990312,990247,990333};{881068,881184,881067,881183,880951,881186,881185,881187,881188,881260,881065};{660175};{Christina Rensinghof};{Kindle,iPhone 11 Pro,Echo Studio,iPhone 11,iPad mini,iPhone 11,Echo Show 5,iPhone 11,Kindle,Echo,Fire Stick};4584.94;5.272;Delivery;yes;no;no;no
reorder item;2019-07-17 13:16:34;{990304};{881152};{};{Majid Rafiei};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pick item;2019-07-17 13:29:10;{990344};{881295};{};{Seran Uysal};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-17 13:38:06;{990343};{881290};{};{Claudia Graf};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
confirm order;2019-07-17 13:38:25;{990341};{881283,881284};{};{Marco Pegoraro};{Echo,Fire Stick 4K};194.98;1.06;Finance;yes;no;no;no
place order;2019-07-17 13:51:20;{990346};{881300,881301,881302};{};{Gyunam Park};{iPad Air,Kindle,iPhone 11};1359.99;1.089;Finance;yes;no;no;no
confirm order;2019-07-17 14:11:41;{990339};{881276,881277,881278};{};{Christina Rensinghof};{iPhone 11 Pro,Echo Plus,MacBook Pro};3803.99;2.838;Finance;yes;no;no;no
pick item;2019-07-17 14:33:35;{990325};{881235};{};{Luis Santos};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pick item;2019-07-17 14:51:40;{990209};{880819};{};{Kefang Ding};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-07-17 14:54:15;{990315};{881202};{};{Christine Dobbert};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2019-07-17 14:54:15;{990314,990130,990325};{881194,881196,881191,881197,880505,881235,881192};{660181};{Luis Santos};{iPad,Echo Plus,iPad,Echo,Echo Studio,iPhone 11,Kindle Paperwhite};2367.97;5.167;Fullfillment;yes;no;no;no
pick item;2019-07-17 14:58:26;{990329};{881252};{};{Wil van der Aalst};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
confirm order;2019-07-17 15:01:15;{990335};{881265,881266,881267};{};{Anahita Farhang Ghahfarokhi};{Echo Plus,Fire Stick,Fire Stick 4K};284.97;1.76;Finance;yes;no;no;no
reorder item;2019-07-17 15:05:33;{990316};{881204};{};{Seran Uysal};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pay order;2019-07-17 15:13:05;{990319};{881215,881216};{};{Kefang Ding};{iPad,Echo Plus};649.99;1.763;Finance;yes;no;no;no
pick item;2019-07-17 15:25:28;{990346};{881300};{};{Gyunam Park};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
package delivered;2019-07-17 15:36:27;{990261,990328,990254};{881003,881249,880977};{660173};{Marco Pegoraro};{iPhone 8,iPad mini,Echo Plus};1127.99;1.77;Delivery;yes;no;no;no
pick item;2019-07-17 15:43:58;{990346};{881301};{};{Gyunam Park};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-17 16:02:04;{990332};{881258};{};{Tobias Brockhoff};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
place order;2019-07-17 16:02:25;{990347};{881303,881304,881305,881306,881307,881308,881309,881310};{};{Christina Rensinghof};{Echo Show 5,Echo Plus,iPhone 8,iPad,MacBook Air,iPhone 11,Echo Studio,Echo Show 8};4597.96;6.729;Finance;yes;no;no;no
pick item;2019-07-17 16:14:35;{990347};{881305};{};{Christina Rensinghof};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pay order;2019-07-17 16:23:38;{990315};{881199,881200,881201,881202,881203};{};{Christine Dobbert};{iPad,MacBook Pro,Kindle Paperwhite,Kindle Paperwhite,iPhone 11};4057.0;3.009;Finance;yes;no;no;no
confirm order;2019-07-17 16:24:49;{990342};{881285,881286,881287,881288};{};{Kefang Ding};{iPad Air,Echo Show 8,iPad Pro,iPhone 11 Pro};2858.99;2.091;Finance;yes;no;no;no
pick item;2019-07-17 16:25:36;{990340};{881281};{};{Christina Rensinghof};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pay order;2019-07-17 16:47:25;{990324};{881231,881232,881233};{};{Kefang Ding};{iPad Air,Echo Plus,MacBook Air};2830.99;2.97;Finance;yes;no;no;no
pick item;2019-07-17 16:50:15;{990202};{880790};{};{Tobias Brockhoff};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
create package;2019-07-17 16:50:15;{990307,990317,990329};{881162,881209,881210,881161,881163,881212,881252,881211};{660182};{Wil van der Aalst};{iPad mini,Echo Show 5,Fire Stick 4K,iPhone 8,iPhone 11 Pro,iPad,Kindle,Echo Dot};2911.96;3.184;Fullfillment;yes;no;no;no
pick item;2019-07-17 17:03:04;{990328};{881245};{};{Marco Pegoraro};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
item out of stock;2019-07-17 17:03:56;{990320};{881217};{};{Gyunam Park};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-07-17 17:07:53;{990339};{881276};{};{Christina Rensinghof};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-07-17 17:08:40;{990336};{881270};{};{Mohammadreza Fani Sani};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pay order;2019-07-17 17:13:56;{990132};{880511,880512,880513,880514,880515};{};{Christine Dobbert};{Echo Dot,Echo Show 8,Kindle Paperwhite,iPad Pro,Fire Stick 4K};1482.97;2.618;Finance;yes;no;no;no
pay order;2019-07-17 17:18:09;{990038};{880141,880142,880143};{};{Luis Santos};{Echo Plus,iPhone 8,Echo Studio};883.98;2.97;Finance;yes;no;no;no
pick item;2019-07-17 17:21:01;{990321};{881220};{};{Majid Rafiei};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
place order;2019-07-17 17:24:36;{990348};{881311,881312};{};{Anahita Farhang Ghahfarokhi};{iPhone 11,Kindle Paperwhite};933.0;0.661;Finance;yes;no;no;no
confirm order;2019-07-17 17:30:07;{990347};{881303,881304,881305,881306,881307,881308,881309,881310};{};{Christina Rensinghof};{Echo Show 5,Echo Plus,iPhone 8,iPad,MacBook Air,iPhone 11,Echo Studio,Echo Show 8};4597.96;6.729;Finance;yes;no;no;no
pick item;2019-07-17 17:35:09;{990326};{881236};{};{Christine Dobbert};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2019-07-17 17:41:38;{990307};{881164};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-07-17 17:46:23;{990337};{881274};{};{Mahsa Bafrani};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-07-17 17:48:18;{990273};{881045};{};{Claudia Graf};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
send package;2019-07-17 17:53:08;{990320,990311,990301};{881219,881218,881180,881179,881143};{660180};{Gyunam Park};{Echo,iPhone 11,Kindle,Echo Plus,Fire Stick};1168.96;2.909;Fullfillment;yes;no;no;no
pick item;2019-07-17 17:55:04;{990334};{881263};{};{Mahnaz Qafari};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
create package;2019-07-17 17:55:04;{990322,990318,990334,990191};{881225,881214,881226,881228,881263,880729};{660183};{Mahnaz Qafari};{iPhone 8,MacBook Pro,Kindle Paperwhite,iPhone 8,Kindle,iPad Pro};4865.99;3.251;Fullfillment;yes;no;no;no
pick item;2019-07-17 17:58:10;{990327};{881241};{};{Mohammadreza Fani Sani};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-07-17 18:17:53;{990337};{881271};{};{Mahsa Bafrani};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2019-07-17 18:19:31;{990287};{881095};{};{Claudia Graf};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2019-07-17 18:44:33;{990346};{881302};{};{Gyunam Park};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pick item;2019-07-17 18:53:41;{990324};{881233};{};{Kefang Ding};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
item out of stock;2019-07-17 19:08:43;{990318};{881213};{};{Mahnaz Qafari};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
place order;2019-07-17 19:08:58;{990349};{881313,881314};{};{Christina Rensinghof};{Fire Stick,iPad Air};520.99;0.64;Finance;yes;no;no;no
pick item;2019-07-17 19:17:26;{990295};{881126};{};{Tobias Brockhoff};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-07-17 19:27:53;{990275};{881054};{};{Mahnaz Qafari};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
create package;2019-07-17 19:27:53;{990323,990281,990330,990291};{881229,881070,881253,881107};{660184};{Junxiong Gao};{MacBook Pro,Kindle,iPhone X,MacBook Air};5478.99;3.275;Fullfillment;yes;no;no;no
confirm order;2019-07-17 19:48:20;{990344};{881293,881294,881295,881296};{};{Seran Uysal};{iPad Pro,iPad,iPad Pro,iPad mini};3147.0;1.729;Finance;yes;no;no;no
confirm order;2019-07-17 19:57:02;{990343};{881289,881290,881291,881292};{};{Claudia Graf};{Echo Studio,MacBook Pro,Kindle,iPhone X};3483.98;3.505;Finance;yes;no;no;no
confirm order;2019-07-17 20:02:30;{990340};{881279,881280,881281,881282};{};{Christina Rensinghof};{Echo Show 8,iPad mini,iPhone 11,iPhone X};2081.99;1.598;Finance;yes;no;no;no
reorder item;2019-07-17 21:37:21;{990309};{881174};{};{Tobias Brockhoff};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
place order;2019-07-17 21:57:27;{990350};{881315};{};{Christine Dobbert};{iPad};500.0;0.483;Finance;yes;no;no;no
place order;2019-07-18 08:02:18;{990351};{881316,881317,881318,881319,881320,881321,881322,881323,881324,881325};{};{Marco Pegoraro};{MacBook Pro,Echo,Fire Stick 4K,iPad Pro,MacBook Pro,iPhone 11 Pro,Kindle,Echo,iPad Air,iPad};8593.96;6.657;Finance;yes;no;no;no
confirm order;2019-07-18 08:24:01;{990349};{881313,881314};{};{Christina Rensinghof};{Fire Stick,iPad Air};520.99;0.64;Finance;yes;no;no;no
payment reminder;2019-07-18 08:45:13;{990215};{880848,880849,880850};{};{Majid Rafiei};{Echo Plus,iPad,Kindle Paperwhite};778.99;2.258;Finance;yes;no;no;no
package delivered;2019-07-18 08:56:28;{990235,990327,990283};{880907,881244,881242,881079};{660177};{Mohammadreza Fani Sani};{Echo Show 5,Kindle,Echo Show 8,Fire Stick};339.96;2.543;Delivery;yes;no;no;no
pick item;2019-07-18 09:25:24;{990328};{881247};{};{Marco Pegoraro};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
confirm order;2019-07-18 09:32:58;{990351};{881316,881317,881318,881319,881320,881321,881322,881323,881324,881325};{};{Marco Pegoraro};{MacBook Pro,Echo,Fire Stick 4K,iPad Pro,MacBook Pro,iPhone 11 Pro,Kindle,Echo,iPad Air,iPad};8593.96;6.657;Finance;yes;no;no;no
pick item;2019-07-18 09:33:13;{990331};{881256};{};{Mahsa Bafrani};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pay order;2019-07-18 09:40:24;{990256};{880986,880987};{};{Claudia Graf};{iPad Air,iPad};976.0;0.923;Finance;yes;no;no;no
place order;2019-07-18 09:53:12;{990352};{881326,881327,881328,881329,881330,881331,881332};{};{Lisa Mannel};{Kindle,iPhone 11 Pro,Kindle Paperwhite,Echo Studio,Kindle,MacBook Pro,iPad Pro};5241.97;4.982;Finance;yes;no;no;no
send package;2019-07-18 09:59:21;{990314,990130,990325};{881194,881196,881191,881197,880505,881235,881192};{660181};{Luis Santos};{iPad,Echo Plus,iPad,Echo,Echo Studio,iPhone 11,Kindle Paperwhite};2367.97;5.167;Fullfillment;yes;no;no;no
pick item;2019-07-18 10:09:21;{990330};{881255};{};{Junxiong Gao};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
reorder item;2019-07-18 10:28:14;{990320};{881217};{};{Gyunam Park};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-07-18 10:30:37;{990338};{881275};{};{Majid Rafiei};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
create package;2019-07-18 10:30:37;{990331,990337,990185};{881257,881272,881274,881256,880700};{660185};{Mahsa Bafrani};{iPad Pro,Echo Show 8,iPad Pro,Echo Studio,Fire Stick};2567.97;3.626;Fullfillment;yes;no;no;no
pick item;2019-07-18 10:31:28;{990351};{881316};{};{Marco Pegoraro};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
failed delivery;2019-07-18 10:40:57;{990320,990311,990301};{881219,881218,881180,881179,881143};{660180};{Gyunam Park};{Echo,iPhone 11,Kindle,Echo Plus,Fire Stick};1168.96;2.909;Delivery;yes;no;no;no
pick item;2019-07-18 10:43:50;{990344};{881294};{};{Seran Uysal};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-07-18 10:55:43;{990327};{881243};{};{Mohammadreza Fani Sani};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pay order;2019-07-18 11:06:34;{990314};{881191,881192,881193,881194,881195,881196,881197,881198};{};{Luis Santos};{iPad,Kindle Paperwhite,iPhone 11,iPad,Fire Stick,Echo Plus,Echo,iPhone 11};3011.97;4.053;Finance;yes;no;no;no
item out of stock;2019-07-18 11:24:39;{990341};{881284};{};{Marco Pegoraro};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pay order;2019-07-18 11:25:41;{990185};{880700,880701,880702};{};{Mahsa Bafrani};{Fire Stick,MacBook Pro,MacBook Pro};5044.99;2.94;Finance;yes;no;no;no
send package;2019-07-18 11:26:23;{990322,990318,990334,990191};{881225,881214,881226,881228,881263,880729};{660183};{Mahnaz Qafari};{iPhone 8,MacBook Pro,Kindle Paperwhite,iPhone 8,Kindle,iPad Pro};4865.99;3.251;Fullfillment;yes;no;no;no
payment reminder;2019-07-18 11:27:02;{990233};{880898,880899};{};{Kefang Ding};{Echo,iPad};599.99;1.263;Finance;yes;no;no;no
pick item;2019-07-18 11:31:55;{990330};{881254};{};{Junxiong Gao};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
package delivered;2019-07-18 11:41:09;{990314,990130,990325};{881194,881196,881191,881197,880505,881235,881192};{660181};{Luis Santos};{iPad,Echo Plus,iPad,Echo,Echo Studio,iPhone 11,Kindle Paperwhite};2367.97;5.167;Delivery;yes;no;no;no
